Date,Open,High,Low,Close,Adj Close,Volume
2018-11-09,1073.98999,1075.560059,1053.109985,1066.150024,1066.150024,1343200
2018-11-08,1091.380005,1093.27002,1072.204956,1082.400024,1082.400024,1488200
2018-11-07,1069.0,1095.459961,1065.900024,1093.390015,1093.390015,2058400
2018-11-06,1039.47998,1064.344971,1038.069946,1055.810059,1055.810059,1233300
2018-11-05,1055.0,1058.469971,1021.23999,1040.089966,1040.089966,2441400
2018-11-02,1073.72998,1082.974976,1054.609985,1057.790039,1057.790039,1839000
2018-11-01,1075.800049,1083.974976,1062.459961,1070.0,1070.0,1482000
2018-10-31,1059.810059,1091.939941,1057.0,1076.77002,1076.77002,2529800
2018-10-30,1008.4600220000001,1037.48999,1000.75,1036.209961,1036.209961,3212700
2018-10-29,1082.469971,1097.040039,995.830017,1020.080017,1020.080017,3880700
2018-10-26,1037.030029,1106.530029,1034.089966,1071.469971,1071.469971,4187600
2018-10-25,1071.790039,1110.97998,1069.550049,1095.569946,1095.569946,2545800
2018-10-24,1104.25,1106.119995,1048.73999,1050.709961,1050.709961,1982400
2018-10-23,1080.890015,1107.890015,1070.0,1103.689941,1103.689941,1848700
2018-10-22,1103.060059,1112.22998,1091.0,1101.160034,1101.160034,1514200
2018-10-19,1093.369995,1110.359985,1087.75,1096.459961,1096.459961,1267600
2018-10-18,1121.839966,1121.839966,1077.089966,1087.969971,1087.969971,2094500
2018-10-17,1126.459961,1128.98999,1102.189941,1115.689941,1115.689941,1467200
2018-10-16,1104.589966,1124.219971,1102.5,1121.280029,1121.280029,1928500
2018-10-15,1108.910034,1113.446045,1089.0,1092.25,1092.25,1372400
2018-10-12,1108.0,1115.0,1086.4019779999999,1110.079956,1110.079956,2101300
2018-10-11,1072.939941,1106.400024,1068.27002,1079.319946,1079.319946,2949000
2018-10-10,1131.079956,1132.170044,1081.130005,1081.219971,1081.219971,2675700
2018-10-09,1146.150024,1154.349976,1137.5720210000002,1138.819946,1138.819946,1308700
2018-10-08,1150.109985,1168.0,1127.364014,1148.969971,1148.969971,1932400
2018-10-05,1167.5,1173.5,1145.119995,1157.349976,1157.349976,1184300
2018-10-04,1195.329956,1197.51001,1155.57605,1168.189941,1168.189941,2209500
